review,rating
When a food delivery service's delivery guy constantly lies about the delivery.. all else goes out of the window...,1.5
I have been ordering from FreshMenu for past one month and they have always been up to my expectations . 90% of the time Delivery is on time and even if it is suppose to be late due to some reason delivery guys have informed me earlier . Chef Nasir of Banashankari Kitchen has magic in his hand . It's like he does magic with foods . when ever you feel like eating some thing good just open the app and order . Food quality and quantity both are up to the mark it's really Worth .,4.5
"Most apt home delivery service,on an otherwise lazy Sunday.",4.0
"This is the second time I'm placing an order from the banshankari kitchen. Both times the delivery experience has been great. The executives are very cordial. Food options is a delectable mix. And tastes even better than it looks. If you're a newbie wondering if it's a good option, il say try it and you won't regret it. The salads, appetisers and the entrée are worth your money. Only reason I'm not giving them a 5/5 is because they don't deliver in chamrajpet. Otherwise kudos to you! Keep up the great work!",4.5
"Third time we got food from FRESH MENU.COM, today.",5.0
Good Food and Good delivery by Putte gowda,5.0
Prompt service. The food is pretty decent as they have a changing menu each day. The food is really filling and its recommended that you order less than what you need(it's a lot of quantity). The gooey brownie is a must try.,3.5
Regular at freshmenu Bsk. They haven't disappointed by them yet! Good food and super quick service! Delivery boy Hemanth and all the others are really courteous and very prompt in their service!,4.0
"Finally freshmenu opened an outlet in banashankari...and have started delivering to my area ( uttarahalli). So, we were excited about ordering from them. We ordered a quinoa and barley salad; zucchini, corn and red pepper crepes and a coconut fudge with cinnamon mousse.",4.0
"Hideous. Ordered 'Southwest Ranch Sliders'.. it was terrible. There's nothing gourmet about it. Took a bite of each burger and dumped it in a bin. The under sides of the burgers tasted burnt, there were two different patties - could taste nothing but potatoes, no seasoning at all. There was absolutely no flavor - let alone a good balance of it. And it's supposed to be served with potato wedges. Urgh. The worst potato wedges ever. Even their undersides were burnt and absolutely no flavor. Imagine baking a raw potato. You have to at least season it with some salt!",1.5
They have an amazing menu with varieties of dishes everyday. The display of the food items on the app is perfect.,2.0
"Had ordered Veg combo from FreshMenu yesterday, typical of any desi wanting more for less. I must say, i was bowled over by the offering. Not only was it fresh, it was tasty too. The  CRESPELLE ALLA FIORENTINA (VEG) was just amazing and so was the GOOEY BROWNIE TRUFFLE (EGGLESS). The VEGGIES & BAMBOO SHOOT IN CHILI BEAN SAUCE WITH NOODLES (VEG) could have been better, a bit pungent for the sauce. However, the concept is appealing with local kitchens and select & short menu everyday. Should be an obvious choice for the lazy like me who wish to have restaurant like food  at home and also for pregnant women who wish to have yummy food, but cannot move around much. Hope they maintain the standards consistently.",3.5
After a long long wait freshmenu is finally at banashankari and it's just relieving that I don't have to rely on fast food restaurants anymore to satisfy my growling tummy. Relieved to have the healthy freshmenu :),3.5
For IOS Users. Last upgrade to this app was poor. I lost all my delivery data plus it starts location services all the time while I try to order while travelling. This keeps on refreshing the app and do not allow me to order. I have never ordered after such problem. I was frequent user atleast used it twice a week. This recent upgrade which is pushed is worst as it says its not compatible and is stuck in my update history even after deleting the app. Should have done this much before and removed this app.,1.0
This is my first time ordering from them. They have an awesome menu to choose from. I ordered stuffed pesto chicken.,4.0
Freshmenu is a good home delivery option in the city with wide variety in the main course and starters. The breakfast menu could be improved with more variety. The salads are good and filling.the veggies are really fresh. Dressing is packed separately which is good. Pricing is reasonable given the quantity,3.5
Very simple to order on the website. Delivery was on time. Got the kung pao chicken and French chicken. Kung pao was decent but French chicken was below average.,3.5
"I frequently order from this outlet of Freshmenu and here are my few observations. Their kitchen is near to my place hence the delivery is fast enough. As they market stating new menu everyday, it's not the case with breakfast and dessert items. The main-course and sides are freshly prepared yet the cuisine is always limited to Oriental, Continental, Mediterranean, Mexican and occasionally Caribbean. I would strongly suggest to avoid salads with raw leafy items as in a matter of hurry they aren't cleansed properly at all. This leads to a substantial amount of sand particles in the food which is extremely harmful for your teeth, stomach and intestines.",2.5
The whole concept of food delivery and the variety of menu is amazing ..... The menu changes daily which is good .... I have ordered multiple times from fresh menu and I have been amazed by the taste .... The menu selection is awesome ..... Keep it going guys .... U are doing an amazing job .... Start it in Hyderabad soon,5.0
"Well, we have ordered thrice from fresh menu. Only the first experience was good, other two got worsened. Second time the delivery was way too late, took approx 1.75 hours and the food was not hot, just luckwarm plus the quantity was reduced. And the third time, the food taste was really worsened, delivery was late, took one hour and importantly the quantity was really very less. Absolutely disappointing. We are not ordering again.",2.0
"Always a good experience ordering with Freshmenu. Their app is very user friendly and their delivery is prompt almost all the time. My mornings start with checking out their menu and then go about other chores :D Having ordered quite a number of times from BTM Layout, must say their main courses are really good. Not a great experience with their salads. They can definitely improve there. Their desserts are good too. Here is to hoping they add much more delicious dishes to their menu .",3.5
"I have been ordering from FreshMenu and so far so good, Love their salads! M sure will keep going back for more! Keep up the good work and continue the innovation in your menu!",4.5
This was my second experience with fresh menu after an unsatisfying first experience. I decided to take a chance and order from this outlet and this time it was a better experience. I ordered the veg burrito bowl and it was an absolute delight to have it. The food ordered was delivered on time and...,3.5
"Very quick delivery and amazing food. I was in search of these kind meals. Perfect for my diet plan, ordered a Moroccan chicken salad it was really a satisfaction. Thumbs up",4.5
Ordered their all day tex Mex breakfast and Asian chicken yesterday afternoon(through Zomato online) . The delivery experience was seamless.,3.0
"Food is great, a issue on the delivery. They delivered 'White & Black Chocolate Cake' instead of the ordered 'Dates & Nuts Cake'. I have not complained it but enjoyed it because the taste was matchless & the freshness it had.",3.5
Jamun Phirni White Chocolate Tart ( Egg less) - thumbs down :( taste wasn't as per expectation. Three slices of gulab jamoon on Phirni with cashews over it ( cashews weren't fresh) somehow even the Tart wasn't quite appealing. Disappointed!,2.5
"Presentation, Taste, portion, freshness and delivery....were excellent! Kids loved it and we are definitely going to order again. Bon Appetite!",5.0
One of the worst burger. I ordered for BBQ chicken mega burger. They took 1 hour to deliver. The burger was completely cold and was not even worth 100 rs and I paid 250.. Will never order again... Not to forget taste was much below standards.. Not sure why are they charging so much.. Not keeping well after having burger.,1.0
Ordered Mojo Marinated Magic Fish with Rice cooked with kidney beans and bell peppers..Food arrived quite on time but It was almost cold and the taste was just okk as in nothing great as it sounds..Was disappointed..,2.0
"""Fresh Menu"" is a blessing in disguise for all working women who need a break from cooking on a hectic weekday . They serve continental food at reasonable rates which is quite cleanly packaged. Chicken is well cooked and not spicy.",4.0
Awesome food and delivery.,4.5
"It was good, but loosing its charm. The last 2 time I ordered, i either got wrong dish or the taste was not upto the mark. Service is good, & quite value for money. If at all you guys can maintain the taste & quality, I am sure you will go a long way!!",3.5
Excellent food every time I have ordered. Good quality ingredients and great recipes. Love the quick service delivery as well. Am a fan! Keep the quality up!!!,5.0
"Freshmenu is a blessing for people dreading office/cafeteria food. Such a breath of fresh air, very different from the food usually being served around. Have ordered from freshmenu many times and every experience has been wonderful and tasty.",4.0
"Freshmenu, Well I don't know whic particular joint to rate or review - coz I have literally ordered from various parts of Bangalore and both me and my tongue have been treated well - ALWAYS!!!!!",4.5
"FreshMenu.com is a refreshing change from the usual. Food was fun and exciting, Their chef does an awfully good job of creating great food. I hope with this concept of just home delivery the kitchen and area of operation is clean and hygienic.",4.0
"I've been a regular with Freshmenu. I've ordered for myself regularly and of course when I've had trainings, Freshmenu has been the only place I could rely on. Ordered twice for a group of 15 plus and many times just for myself and my daughter. I love their sandwiches and burgers. The portion size is awesome, a bit too much for a single person to eat. Mostly they deliver on time.",4.5
Ordered food for 30 people. We got a meal box that had gnocchi and 2 types of salad.,4.0
3.5 for taste.. everything else 0 so avg 1.5.,1.5
"Healthy, tastey and with more than sufficient quantity at a reasonable price. This makes a rare experience and hence I strongly recommend to try.",4.0
"Freshmenu.com is straight up the best thing that has come out into the city's food scene in the recent months. The site boasts of fresh ingredients and new dishes everyday and boy, does it deliver!!!",4.5
"Decided to try the freshmenu finally on one afternoon. After much fickle thoughts, decided to risk myself with the fish upon friend's recommendation over cottage cheese and chicken alternatives.",3.5
Awesome food. Made my day atleast. Superb delivery speed. I ordered for the first time today and I must say I am impressed. Thanks for making my day Freshmenu.com. Hope you keep it up :),4.5
Amazing. Great food and amazing service.!,5.0
"Will never ever buy from here. Order came after 2 hours, the food was cold that too it turned out that the order was completely wrong. Ordered for veg and got non veg. I advice people to not buy from the bannergatta outlet",1.0
Excellent delivery service and good effort to incorporate a wide variety into the daily menu. Platters are a bit over priced for the items. Burgers are very rich and filling.,4.0
Awesome stuff till sometime ago. You guys need to start managing your demand and supply. The last few experiences have not been so great and hence the 4 rating . my colleagues have also felt the same . we feel that the food is stale sometimes. However I did receive a free box of muffins today on account of rakshabandhan and that's an awesome gesture. Please try to get back to your original days and you will surely get 5 ratings. Thanks ...,4.0
The mexican platter is the worst food I have eaten in my entire life.,1.0
An hour to deliver a salad! Every time! Not expected from a big chain like freshmenu. From being a frequent customer I'm having to rethink my choice with freshmenu with the number of other restaurants I could rather try.,2.5
"I am a big fan of freshmenu so much so that on my weekend classes in electronic city PES we order fresh menu,I am a bit disappointed that they have stopped the combo offers for two n three the food was good and the quantity is a bit less but the taste is yum....",4.5
This is an online food ordering place. The quality of food was okish. The menu seemed a bit limited when I was making the order. They definitely have to better the quality of food and add more things in the menu.,3.0
Utterly disappointed!! We ordered in quite a bit of stuff from here but it all tasted bland and far from fresh.,1.5
Let's discourage freshmenu and put them out of business after the recent upgrade on IOS app. Very poor app development for the last two updates.,1.0
"Ordered the Zuchini Aubergine bake today using Zomato. The flavors were great and I enjoyed my late afternoon meal. The food was delivered in 45 minutes. Overall, a great snack for a bargain price. The packing was quite good and food was hot when delivered.",4.0
"FreshMenu has changed the standards of home delivery food. Not only they deliver quality food, they also give us plenty of option I have been ordering for last 5 months 99% of the time they have provided owasome food. Only thing they need to improve a little is the delivery time, though most of the time they deliver in 30mins or so. Keep up the good work, also kindly look into beverage option.",4.5
I placed my order  #1096404 at 7:21 pm and it got delivered post 9.,2.0
"Food was good. Ordered online and the service was very good, delivery boy Abul Hussain was very courteous and good.",4.5
"Another startup trying to rule the startup food tech and they have got it . Amazing food , limited varieties - so its easy to choose . The packaging and service is great . Just a bit overpriced for the masses . Overall great experience",4.0
"Fresh menu whenever I am starting of thinking this name my taste buds starts leaking some fluids. Every day with a changing menu they are doing more than I believe. They are catering a huge crowd throughout Bangalore with 15 + satellite kitchen. Huge type of innovations and modifications happens with their menu. They hosted me for their kitchen visit in that they briefed us with their market entry, product segment and all of the tiny information’s as well.",4.0
"The variety menu has reduced considerably. Main is typically limited to only pan asian items. Packaging and delivery is good. But taste is mediocre. Desert is much better compared to maincourse. I never tried the salad , soup or burgers. Cant say about them. Food presentation is also nice.",2.5
Prompt service. Delivered in time. I ordered a chicken burger which was quite tasty. However their Thai red curry was utterly disgusting. Wouldn't pay even a rupee for it and it was priced at ₹250. All I want to say about that dish was that it did not contain even an ounce of coconut and any decent place that serves Thai would know the extent of that travesty. Would never order Thai from them ever again. Pathetic.,2.5
I have Ordered multiple time and I just love ordering food from fresh menu. Its one of my favourite. Not just electronic city outlet but any outlet.,4.5
"Every single dish out there on Fresh menu is a n absolute hit. I have always loved the variety of cuisine they have covered everyday in the menu. Be it out of hunger or a mood to try out variety, fresh menu is always there at your doorstep. These guys are doing a great job!!",4.0
They are really good.,4.0
"I have ordered from FreshMenu a couple of times and during different hours of the day. I must say that the service has been consistent, both during weekends and weekdays.",4.0
"Tried the cottage cheese sandwich and Southwest pasta salad. The sandwich was really good, just a bit cold. Salad was fresh but quantity of dressing was less. Overall the food quality and quantity was good. Packaging was also quite good.",3.5
"Tried freshmenu for the first time..n it was good. Ordered nasi goreng and fish fingers, a continental dish and red velvet cake. Both were good in quantity and taste. Service was quick too.",4.0
"It's been almost 2 hours my food is not delivered. Delivery person missing ? Food was dispatched more than an hour ago , received an sms- where is my food then ? If it comes I hope it is not cold/ stale. I'm very sad and have lost all hopes of eating dinner I'll have to go to sleep hungry",2.5
"Quick efficient service ,changing menu is plus. Good packaging . Prices are on higher side ....Mexican menu items are always preferable ...Soups would be best pick",3.5
"Happy that there is an option and get food quickly within 10 mts after online order. Yes, their delivery Center is very close to my office and in case of likely death by hunger, this is the best place to order and eat food quickly. Food taste is ok and freshness also average especially during non meal time hours but it is an good option where food is packed neatly and the menu changes everyday. Just one complaint, they do not send the food in a bag and it's embarrassing to carry containers of food openly in office. Also it's not always hot. Freshmenu is my backup option whenever I missed mealtime and want to eat ASAP.",3.5
"Freshmenu is the most sought after delivery nowadays in bangalore. They serve really fresh food and a whole lot of cuisines namely lebanese,american,italian,oriental and many more. They use really fresh ingredients. Yet to try their breakfast platter and desserts. Pricing is reasonable for the quality and quantity. Thumbs up",4.0
"Have been on a 'try new delivery places' spree and tried freshmenu. The order was at my door step in 20 mins flat! Superfast! The jamun phirni and the banana walnut cake are a must have! The desserts are perfect, not too sweet just right!",5.0
Had a very nice Saturday morning menu.,4.0
"Quick delivery and good taste. I loved their barbecue cottage cheese sandwich, their burgers are also quite yummy. Quantity of food is also good.",4.0
The delivery time is just awesome. I got in less than 30 minutes. The packing is cute n hygienic .Fried paneer wrap and panfried noodles with spicy tofu were good. The quantity of noodles was less. Bulghur chicken salad tasted average.,3.5
"OK, There are certain thing that need to be said about them.",1.0
Ordered the breakfast. Wasn't up to the standards. The mushroom was pretty much soaked in water...the three beans had one kinda beans and capsicum!!!,2.0
Its very disappointing to write this review.,1.5
"We at theheebee.com feel that : -- One of the best things to happen for Electronic City Foodies is that FreshMenu has started delivery in Electronic City.One day we were late in office and thought to give it a try. We ordered from the website and yo man, at the end we realized we did a very intelligent thing.They are way better than many others who deliver western cuisine in this area. One thing which was different compared to others is that by looks and quantity, the food was just how it was shown on their site. Man, who does this? Most of the times we see the comments ""* images seen may be different than the actual product"", but here it was no cheating.Coming to the ordering and delivery experience - it was very delightful. No fuss on ordering from website and food was delivered within the ETA. Loved it.Packing was very hygienic, professional and up-market.Taste, quality and quantity : Creamy Basil Chicken with rice was beyond expectation. Lovely flavors, freshly cooked. Tender and soft meat. It was served with salsa kind of sauce and some westernized pickle. Everything was amazing. Paneer Shawarma Wrap has nice taste and flavors. Paneer was well spiced, greens were in good amount and wrap base was soft. Over-all it was a very satisfying experience. It is soon becoming a repeat affair for us when we want to order food at office. Good job to the management, chef and the team.One improvement suggestion : The food when delivered to us had become cold. It will reach another stage if they can arrange ways such that food reaches us hot. Though this is not a show stopper, it will be a good improvement.",4.0
I ordered once as one of my neighbour recommended this app . As the name goes food is fresh. I had some doubts about the quantity but was pleasantly surprised as it was more than enough. One of the few sites offering good quality fish dishes. Hope they add seafood in the menu as not many offer it . one let down is there is a world of difference between the image of the dish shown in the app and the actual dish delivered. This is misleading and you can't trust this vendor.,3.5
"At the outset the items seem pricey, 200 for a veg mains, but once you have the food all your thoughts of price just vanish. The food is fabulous and made perfectly. All high quality and fresh ingredients used, u can actually feel it when you have it. They are doing great with their international cuisines with affordable Indian prices. Finally something different from the run of the mill food ordering stuff. Keep up the quality!!!!",4.5
I only tried this once. The ordering was pretty easy though the app did not work and got stuck at trying to verify my mobile number. I had to then go online and order from my PC.,3.5
The best part of fresh menu is food is sent across in minutes.. I mean in this traffic when the food reaches you in minutes its amazing.. The food too is fresh n the spice level is adjusted according to ones preference.,4.5
"Yummy, inexpensive food at my doorstep within 20 minutes of ordering. They also sent a complementary dessert! :)",5.0
"Decided to stay in and go veg, so ordered from freshmenu at 12 and it arrived before 12.30! The packaging was great, with 2 sets of spoon and fork and the food was hot. Ordered hunan vegetables with noodles and toffee banana tart. The noodles was good. The tart was awesome even though felt a tad too much of ghee in it!",3.5
Finally FreshMenu started its service in Ecity.,3.5
"What struck me at first place when i visited freshmenu.com was the international cuisine. A good variety to try at modest price. It recently started its service at electronic city and i was up for the grabs, it was definitely a long wait. Their service is prompt, delivery within 45 mins with nice packaging and food tastes great. Their menu keeps changing everyday, so you have good number of options to try.",4.0
"It was a long wait for the service to be available in EC, now that it is i gave it a shot a couple of times. The amazing part is the international cuisine available at modest prices. Irrespective of what you order the striking facet would be the super fresh veggies. The service is prompt, delivery takes 30 to 40 minutes and as the menu changes everyday the variety is great.",3.5
"Great menu. Quick delivery and their salads are the best. Could work on the dessert options offered. If their Caesar salad ever pops up, order it. Trust me. The lettuce shrieked under my fork.",5.0
"I gave FreshMenu a 4.5 in my earlier review but i dont know what is wrong with them nowadays nothing apart from Desserts taste good though cant say that about the plum pudding that was on menu, like forever.",2.5
"Sublime! This is the first time ever that I have given a full score on Zomato. After checking out their menu on initial launch I was eagerly awaiting Fresh Menu to start delivering in Electronic City. I must say the food tastes better than it looks and to be honest it looks fantastic! Low oil, medium spiced, reasonably priced, interesting dishes delivered in a flash. Love their fish items especially. Desserts are delightful as well. Courteous delivery staff and brilliant customer team too. Just hope they keep up the quality.",5.0
"I tried out freshmenu for lunch a few days back and the experience was amazing. They delivered really quickly, within 45 mins. I really loved the items on their menu and was spoilt for choice. I got the Mustard grilled fish with Basil rice and the Moroccan Croissant sandwich. The fish combo with rice was really good, tasty fish and nice gravy too. The packaging was brilliantly done too. Will surely be frequenting it in the future. The prices are little more than reasonable but I guess it's alright, considering there are no other similar food options in the area.",4.5
First time I ordered from freshmenu.com and my experience was worth taking a chance. I just got amazed by the delivery time.. They r dot on time. Good was quite delicious and got them streaming hot.. I hope they keep this standard even they grow in future. I saw lot if start up service providers gone drastically down when the demand increases.. Keep it up..,4.5
"Was a little apprehensive about ordering after reading all the horror stories in the Play Store reviews but fortunately none of those happened with me. Ordered a grilled fish meal and got delivery within half an hour. Very nice packaging and presentation. Taste, flavour and quantity were as promised. Feels a little bit costly to me at 250, so would have given five stars if taste was really awesome. But it tasted very good nonetheless.",4.0
"I have been to the outlet, check for some recommendations with the manager there Mr. Vivek , the services were prompt & have ordered for a wrap it was a very good experience, thanks to there team.",5.0
"i ordered dinner from freshmenu on 14th Oct. i ordered ""Falafel & Veggie Wrap"" and ""Asian BBQ Grilled Cottage Cheese"". They delivered after one hour. When I opened, I found that they send a different item instead of what i ordered. I called the customer care and they told that, they can only replace the item and it will take another 1 hour. They are not ready to refund also. slow delivery and no refund option, overall its not a good choice",2.0
"Ordered a Morrocan Lamb main from Freshmenu. The delivery time was mind boggling though the food was just about average. The last dish we ordered - some Pesto Chicken, however was really good...:)",3.5
Fresh Menu is a savior. I order lunch regularly and the quality of food and service is top notch.,4.5
Ordered my lunch today from freshmenu and it was just great. From today's menu I ordered gnocchi in tomato basil sauce(veg) and eggless caramel brownie crunch .Their food packing  is wonderful. Both of them were delicious.Quantity and quality is totally worth the money.,4.0
"I ordered  lunch form Fresh menu today and  it was so good. I ordered a fruit tart and Zucchini parmigiana with herb rice. It came in a travel safe packaging.  The food tasted heaven and was aromatic. My mouth was bursting with flavors, it was that good. Total bill was of Rs 250/-. Highly impressed with the quality of the food. Will surely order more in the future and will definitely recommend it to friends and families.",5.0
Order # 1309472.,1.0
"Received my first order - Asian Chicken Rice Bowl with hair sticking to the rice and uncooked chicken. Never expected a food service which goes by the tagine ""Fresh Food Delivery"" to serve such food. Not trying ever again.",1.0
Awesome taste n good quantity. The mains are for single person so the quantity is accordingly. The starters are good for 2.. The quality of food and the delivery time is also good..,4.0
"Fresh Menu lived up to its name when I got my Chicken Schnitzel Sandwich. Fresh and and Huge it was! It had the right amount of Meaty, Healthy, and Tasty for the price I had to pay! And the packaging was impressive as usual!",4.0
"After reading a lot of reviews we finally decided to order food from freshmenu.com , we ordered a biryani and some starters in chicken ,trust me the food was mind blowing, just loved it . Authentic North Indian biryani and a amazing spicy chicken starter. Just loves it. Superb quality gud with some amazing vegetables . Go for it guys you will love the fud.",4.0
I ordered their 3 Bean Quinoa Salad and the beans in it were rotten. Tried leaving feedback but the email bounced. Tried calling and was asked to email my complaint. Finally managed to email them but no response.  I guess I have no choice but to delete the app!,1.0
"Our patent place to call for food at work. A fan of their Grilled Chicken, Honey Chicken with rice, Noodles etc. If you are working in Bangalore you have to try this out. The biggest plus is that they deliver in 30 to 45 min.",5.0
Excellent food and awesome Burger and Sandwiches:) affordable prices.,5.0
Ordered from here a couple of times and I have mixed review about their food.,3.5
"Well, if it comes to home delivery and online food ordering era, Fresh menu is the one you are looking for. The menu is big and most of the delicacies are so mouth watering and tasty, they will win ur heart without a doubt. Home delivery won't take much time and the food is hot when arrives. Must try the burgers and sandwiches, also u will love their packing. The food comes as it is.",4.0
Ordered the noodles with thai chicken satay..the flavours were abit strong for me.. could feel the galangal. Also ordered thai sliders veg and Moroccan chicken sandwiches. Both were good. Delivery was quick and excellent. Overall the meal is value for money !,3.5
"By far the only way to eat hearty world cuisine at a reasonable price. I order lunch from freshmenu often and I am yet to taste a bad dish. My favourites are the crepes, all kinds of pasta, the quesadillas, sliders and their Moroccan couscous dish. In fact, I am ordering a wrap from them right now. I wish they'd have two salad options instead of one for vegetarians as I really don't care for some of them.",4.0
If I could have given a rating below this I most definitely would. I ordered lunch from here today and regretted it oh so much. I would want to tell everyone who's planing to try this freshmenu outlet DONT ORDER FROM HERE. After ordering the food online an hour later I get a msg saying that it will be delivered in 30 minutes. In an age where almost all places deliver with in 45 minutes max to max this is completely unacceptable. And to think after it arrived at least the food would be edible. But no. It was one of the worst things I have ever eaten. I had ordered a braised diced chicken with fried rice. Most of it was tasteless and what had taste just tasted very bad. They had some dirty salad on top of the rice with cabbage n so much of oil in it that seeped into the entire rice. N they just put random crap to fill in the compartments of the box. Which had another salad which was totally inedible with so much vinegar in it. Anyone who ate it would surely get a stomach upset. The meal costed 250 bucks and wasn't worth a single penny. If I wanted to order cheap Chinese food I would have ordered from a cheap Chinese restaurant and would have still got better stuff than this. I called customer service to report the delay and they said that that particular outlet had technical problems bla bla bla. If you have technical problems it is your problem not mine. Shut the place for the day and don't do bad business and cause so much of inconvenience to customers. A single day of bad service can cost you way more than if you shut down and get yourself sorted. Food is not like some electronic equipment ordered online that u can afford to deliver late. If you can't deliver on time call and inform and I would have ordered from somewhere else. WORST experience with food EVER! Oh and also I kept asking the customer service guy on the phone which outlet is this and instead of answering my question he kept giving explanations with niceties. Save it and get to the point. This outlet is just below the accepted standards of freshmenu or restaurants in general.,1.0
"As someone who cringes at the thought of having to order roti curry for lunch if I can't carry lunch from home, Fresh Menu was a godsend! Fresh, continental food in eatable portions and totally easy on the pocket! The food is tasty, light, and suitable for office. It isn't greasy and won't put you to sleep. And I really love the price tag. The only thing is that you might find it a bit bland if you're fond of really spicy food, but I don't feel that's such a big problem. Seriously, thank you Fresh Menu.",4.5
"Had heard good things abt freshmenu, unfortunately my first experience was below average. It took over 90mins for the food to be delivered, tomato ravioli was cabbage dumpling in basic tomato sauce, accompanying bread was stale.",2.5
Excellent food it was really warm when it got here .. Thankfully the kitchen is close by I got to know .. The food is almost like in the pics the quality and the quantity is just perfect the price is worth it no doubt.,4.5
"Finally a good option for those office lunches. We had seriously got cheesed off with pizzas or biriyani as options. This new service offers healthy and tasty continental / Mediterranean or pan Asian cuisine well packaged, quickly to your office.",5.0
"Food really seems to amaze me with every day that passes by. It’s unbelievable how things have changed over the last couple of years. It wasn’t too long ago that people were quite comfortable with dubbawallas as they knew their food would come to them hot and fresh, now there are a few guys in this industry who had to raise the bar and prove to hungry eaters like you and me that they are the better choice.",4.0
"Great food, fresh ingredients and prompt service with the ease of hassle free orders and a dynamic menu every day.",5.0
"ordered big chicken burger and sliders and chicken pesto sandwich, flavors where good, but there is way too much bread in all their sandwiches and the bread isnt fresh, at the very least they should toast the bread with some butter to make it soft and palatable",3.0
"Ok I have to give it to them the service was prompt ,large portions of decent food and pretty well priced. Fresh Menu has thrown open a whole new experience to people like me .",2.5
Ease of ordering and delivery time very good... mains was hot and salad was cold so thats good too.. packaging awesome... delivery person courteous... the portion is really huge for a single person... I just felt that taste could have been a lil better though... But the desserts need a lot of improvement...,4.5
Just had a meal ordered from you guys!,3.5
"Have ordered from freshmenu thrice and all three time the food has been great ,well balanced and delicious with very good portion sizes . Fresh menu also delivers promptly and packed very well . Would definitely recommend ordering from them.",5.0
"Fresh Menu has always been a life savour when you are damn hungry at work or when one is not in a mood to cook! Serving some scrumptious cuisines at very good rates is commendable. I'm a big fan of there sliders and would say can have it almost everyday! So, recently I was asked to try out there Mongolian rice, not to forget there service is super quick and would deliver the food before time. The food arrived at the correct time when I was starving for lunch. Tasted there Mongolian Rice for the very first time! Quantity was very apt for a single person. Rice was properly cooked and the spices added brilliance to it! It was nice but I won't say something out of this world! The mushrooms with rice was going really well as compared to the other vegetables! But surely a good thing to try out! I'm highly impressed by the service and the quality of food they deliver! Inspite of being so many competitors now a days fresh menu makes it's way by the quality and variety of food they deliver! I would highly recommend it and make sure you try out there different cuisines from the menu!  #HappyHogging",4.0
"Fresh food - with prompt delivery, no delays and hang ups . Ordered the Japanese Sumo Burger and the Grilled chicken Fattoush Salad . The burger was 1) HUGE 2) Intricately seasoned and 3) Very reasonably priced . That ticks the boxes in my book ! The salad too was a wholesome portion of health food , with generous pieces of chicken and croutons , The lemony dressing perfectly complimented the middle Eastern theme that was promised ... This meal definitely made me want to order again !",4.0
Couple of my friends order frequently from freshmenu and based on their recommendation decided to try this place out,2.5
"So, I finally caved in and gave into ordering food from a food service application.",4.0
Very good service. Placing an order is very easy. Delivery is fast. I feel it is slightly overpriced but considering the experience it is worth it.,4.0
Its nicely packed and convenient. No minimum delivery thing i guess. So that makes it easy.,4.0
"Very convenient, food at your door step with a few clicks.. The quality is top notch but the quantity..hmmm.. Or maybe i have a large appetite.. Lol.. Nonetheless, great food..",3.5
Its really good experience. It was fast service. BBQ cottage Cheese sandwich and sample meal at today's snack. I was wondering why other food is not displayed. But some how I got call regarding feedback of my food. And they also explained me that ur kitchen is closed for main coarse. Any I'm happy with service and food.,5.0
"Amazing food, quick service....Sumptuous Amount of food for just 250 bucks is awesome..the variety of food is good and that too changes everyday... great job..... :)",5.0
"Used to be good earlier. Lost all quality now! I had ordered Laksa noodle bowl.. This is how it looks (attaching pic)... A far cry from what they show in the pics on their site. No flavour and spice, bland and tasteless and I paid 200 bucks for this!!! Noodles were over cooked and extremely soggy and quantity was way less for a main course! Very very very disappointed!",1.0
"Hi All,",4.0
Ordered for the chicken salad which was nice. But the cajun paneer wrap was a disappointment. What they show in the picture is totally different from what you get. The wrap just had some pieces of paneer along with carrot and cucumber. The picture showed something like crumb fried paneer in a wrap. And this is why they only get a 2 from me.,2.0
"A late night at the office and we were hungry, couldn't move out and had to meet a deadline. A colleague suggested ordering in from FreshMenu. So we went online and selected Tofu and Vegetables in Honey sauce, Mexican Chicken Sandwich and Fusili in Arrabiata Sauce.",1.5
LOT OF DISAPONITMENT !!!!!!,1.0
"Amazing concept , very tasty food , on time delivery but most important of 'em all.. Restaurant quality food at pocket friendly rates... Too good",4.5
Delivery time - Very good,3.0
Disappointed! Disappointed! Disappointed!,3.0
"After hearing so much about fresh menu, i ordered for me and for my family, they delivery on time and food was really awsome. thank you .. expecting more new food.",5.0
"I have ordered from Fresh menu multiple number of  times. And they do justice to their name, Indeed fresh! my personal favourite is the Pesto Pimento Sandwich . It has an amazingly flavored  cheese slice in it, very very soft , freshly made and fresh menu. A delight to have!",5.0
"We ordered Sour and spicy semolina crusted Fillet of Fish with Coriander Rice and Honey Chicken with Bell Peppers, Good food, great taste at reasonable price.",5.0
"i ordered for chicken wings with soya sauce, it was very good.. i regularly order from fresh menu, as it name suggest its always fresh thank you",5.0
"Have been ordering from Freshmenu app pretty frequently. Food quality, packaging are good. Healthy, fresh and really delicious. You have to overlook the salt and spices (which are less, considering the menu is mostly gourmet-ish, and might not appeal to people who are expecting spicy food, akin to Indian cuisine). Delivery times may vary depending on what you order; Salads take less time and main courses take more time. However the delivery time for me has never overshot 45min mark for me.",4.5
Weird Taste of Peanut butter brownie and it is like a Brick if you throw on head than person is going to be dead,1.0
"Fine quality food and service with great value meals at affordable prices. Loved the chicken salad, it was served neatly with dressing given separate and the quantity was good. Will recommend this to everyone planing to order online.",4.5
